연번,구인_신청일자,모집_기간,기업명,모집_직종,고용_형태,임금_형태,임금,입사_형태,요구_경력,요구_학력,전공_계열,요구_자격증,사업장_주소,기업_형태,담당_기관,등록일,연락처
1703,2024-11-05,2024-11-05~2024-12-31,(주)광양주조공사,음료 제조기계 조작원,계약직,시급,9860.0,무관,무관,무관,,    ,전라남도 광양시 광양읍 예구8길 13-4,중소,전남지사,2024-11-07,1588-1519
1704,2024-11-05,2024-11-05~2024-12-31,장흥산업주식회사,세탁원,시간제,시급,9860.0,무관,무관,무관,,    ,전라남도 장흥군 장흥읍 장강로 118 (사안리),중소,전남지사,2024-11-12,1588-1519
1705,2024-11-05,2024-11-05~2024-12-31,주식회사 케이비손해보험,사무 보조원(일반사업체),계약직,월급,2070000.0,무관,0년개월,무관,,    ,서울특별시 강남구 학동로 401 (청담동) 2층,대기업,대구지역본부,2024-11-05,1588-1519
1706,2024-11-05,2024-11-05~2024-11-05,바른병원,의료 보조원(간호조무사 제외),계약직,시급,9860.0,무관,무관,무관,,    ,부산광역시 서구 보수대로 9 (충무동1가),개인,부산지역본부,2024-11-12,1588-1519
1707,2024-11-05,2024-11-05~2024-11-30,(주)티파니코리아,백화점 판매원,상용직,연봉,27000000.0,무관,무관,고졸,,    ,서울특별시 중구 청계천로 100 (수표동),중소,서울지역본부,2024-11-05,1588-1519
1708,2024-11-05,2024-11-05~2024-11-15,용산구청,사무 보조원(공공기관),계약직,월급,1048140.0,무관,0년개월,무관,,    ,서울특별시 용산구 녹사평대로 150 (이태원동),"공사,공공",서울지역본부,2024-11-12,1588-1519
1709,2024-11-05,2024-11-05~2024-12-31,이지케어텍(주),시스템 소프트웨어 개발자(프로그래머),상용직,연봉,37000000.0,경력,1년개월,초대졸,,    ,"서울특별시 중구 퇴계로 307 4층 인재경영팀 (광희동1가, 광희빌딩 4,5,6층)",중소,서울지역본부,2024-11-11,1588-1519
1710,2024-11-05,2024-11-05~2024-11-30,(주)컨텍,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9860.0,무관,0년개월,무관,,    ,대전광역시 유성구 지족로148번길 5-34 (지족동),중소,대전지역본부,2024-11-05,1588-1519
1711,2024-11-05,2024-11-05~2024-11-13,본푸드서비스(주)-다정한상 대전롯데점,주방 보조원(일반 음식점),상용직,월급,2100000.0,무관,0년개월,무관,,    ,대전광역시 서구 계룡로 598 (괴정동) 롯데백화점 지하1층,대기업,대전지역본부,2024-11-05,1588-1519
1712,2024-11-05,2024-11-05~2024-11-15,(주)클라우망,섬유제품 포장원,상용직,시급,9860.0,무관,0년개월,무관,,    ,대전광역시 대덕구 문평서로 52 (문평동) (주)클라우망,중소,대전지역본부,2024-11-05,1588-1519
1713,2024-11-05,2024-11-05~2024-11-30,(주)레스텍,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,0년개월,무관,,    ,대전광역시 유성구 국제과학8로 5 (신동),중소,대전지역본부,2024-11-05,1588-1519
1714,2024-11-05,2024-11-05~2024-11-20,(재)신용보증재단중앙회,사무 보조원(공공기관),계약직,월급,2070000.0,무관,무관,무관,,    ,"대전광역시 서구 한밭대로 713 (월평동) (월평동,통계센터)","공사,공공",대전지역본부,2024-11-05,1588-1519
1715,2024-11-05,2024-11-05~2024-11-15,삼성카드주식회사,사무 보조원(공공기관),계약직,월급,1203000.0,무관,무관,무관,,    ,서울특별시 중구 세종대로 67 (태평로2가),중소,대전지역본부,2024-11-05,1588-1519
1716,2024-11-05,2024-11-05~2024-12-31,씨엠테크,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,신입,무관,무관,,    ,광주광역시 광산구 평동로803번길 146-14 (옥동),개인,광주지역본부,2024-11-05,1588-1519
1717,2024-11-05,2024-11-05~2024-12-31,(주)케이티씨에스(호남본부),환경·청소 관리자,계약직,시급,9860.0,무관,0년개월,무관,,    ,"광주광역시 북구 무등로202번길 15 (신안동), 2층 호남마케팅부서 내 ",대기업,광주지역본부,2024-11-05,1588-1519
1718,2024-11-05,2024-11-05~2024-11-05,(재)자연재단더필잎요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2010674.0,무관,무관,무관,,    ,인천광역시 부평구 장제로 175 더필잎요양병원 영양과 (부평동),중소,인천지사,2024-11-05,1588-1519
1719,2024-11-05,2024-11-05~2024-12-06,(주) 바른종합관리,세탁보조원,상용직,월급,2196270.0,무관,무관,무관,,    ,경상남도 양산시 물금읍 증산역로 149 701호 (세영프라자),중소,인천지사,2024-11-05,1588-1519
1720,2024-11-05,2024-11-05~2024-12-27,천일에스에프,식품 포장원,상용직,시급,9860.0,무관,무관,무관,,    ,경상북도 고령군 성산면 운성로 750-23 .,중소,대구지역본부,2024-11-05,1588-1519
1721,2024-11-05,2024-11-05~2024-11-29,인천동구청,국가·지방행정 사무원,상용직,월급,2000000.0,무관,0년개월,무관,,    ,인천광역시 동구 금곡로 67 의회건물4층 전략사업추진실 (송림동),"공사,공공",인천지사,2024-11-05,1588-1519
1722,2024-11-05,2024-11-05~2024-11-22,삼척시청,총무 및 일반 사무원,상용직,월급,2700000.0,무관,무관,무관,,    ,강원도 삼척시 중앙로 296 (교동),"공사,공공",강원지사,2024-11-05,1588-1519
1723,2024-11-05,2024-11-05~2024-11-23,(재)경기도평생교육진흥원,행정지원사무원,상용직,연봉,26000000.0,무관,0년개월,무관,,    ,경기도 수원시 장안구 경수대로 1150 경기도인재개발원 신관 13층 경기도평생교육진흥원 (파장동),"공사,공공",경기지역본부,2024-11-05,1588-1519
1724,2024-11-05,2024-11-05~2024-11-20,화성시아르딤복지관,사무 보조원(공공기관),계약직,월급,561680.0,무관,무관,무관,,    ,경기도 화성시 향남읍 도이1길 104 (도이리),"협회,단체",경기지역본부,2024-11-11,1588-1519
1725,2024-11-05,2024-11-05~2024-11-20,화성시동탄아르딤복지관,사무 보조원(공공기관),계약직,월급,561680.0,무관,무관,무관,,    ,경기도 화성시 동탄대로10길 17-12 4층(산척동),"협회,단체",경기지역본부,2024-11-11,1588-1519
1726,2024-11-05,2024-11-05~2024-11-06,주식회사 씨엘씨컴퍼니,"제품 포장원(섬유, 전기전자, 식품 제외)",상용직,시급,11000.0,무관,0년개월,무관,,    ,경기도 화성시 향남읍 발안로 742-33,중소,경기지역본부,2024-11-05,1588-1519
1727,2024-11-05,2024-11-05~2024-11-15,(학)아주대학교의료원,병원 안내원 및 병원고객 도우미,계약직,시급,9860.0,무관,무관,무관,,    ,경기도 수원시 영통구 월드컵로 164 아주대병원(원천동),대기업,경기지역본부,2024-11-05,1588-1519
1728,2024-11-05,2024-11-05~2024-11-20,화성시청,사무 보조원(공공기관),계약직,월급,561680.0,무관,무관,무관,,    ,경기도 화성시 남양읍 시청로 159 화성시청,중소,경기지역본부,2024-11-11,1588-1519
1729,2024-11-05,2024-11-05~2024-11-30,인알파코리아(주),물류 사무원(물류 관리사),상용직,월급,2650000.0,무관,0년개월,무관,,    ,경기도 화성시 마도면 마도공단로2길 39 (쌍송리),중소,경기지역본부,2024-11-05,1588-1519
1730,2024-11-05,2024-11-05~2024-11-08,(주)세광산업조명,전기·전자 분야 단순 종사원,시간제,시급,9860.0,무관,무관,무관,,    ,경기도 평택시 청북읍 어소길 109-37 청북읍,중소,경기지역본부,2024-11-07,1588-1519
1731,2024-11-05,2024-11-05~2024-11-30,케이원보안시스템,건물 경비원,상용직,월급,2180000.0,무관,0년개월,무관,,    ,충청남도 천안시 동남구 쌍용대로 46 (쌍용동) 가람빌딩 2층,중소,경기지역본부,2024-11-05,1588-1519
1732,2024-11-05,2024-11-05~2024-11-25,재단법인 수원시청소년청년재단,총무 및 일반 사무원,계약직,시급,9860.0,경력,2년개월,무관,,    ,경기도 수원시 팔달구 권광로 293 희망등대 4층 (인계동),중소,경기지역본부,2024-11-07,1588-1519
1733,2024-11-05,2024-11-05~2024-11-06,(주)휴먼티에스에스,사무 보조원(일반사업체),계약직,시급,9860.0,무관,무관,무관,,    ,경기도 수원시 권선구 권광로 141 대보빌딩 8층 (권선동),대기업,경기지역본부,2024-11-05,1588-1519
1734,2024-11-05,2024-11-05~2024-11-30,사단법인 엘린디,사무 보조원(공공기관),계약직,월급,850000.0,무관,0년개월,무관,,    ,경기도 평택시 평택4로 39 (합정동) 대신빌딩 6층,중소,경기지역본부,2024-11-12,1588-1519
1735,2024-11-05,2024-11-05~2024-11-12,SK매직(주),자재·구매 사무원(일반 사업체),계약직,연봉,34320000.0,무관,무관,무관,,    ,서울특별시 종로구 청계천로 85 삼일빌딩 18층,중소,경기지역본부,2024-11-05,1588-1519
1736,2024-11-05,2024-11-05~2024-12-31,(주)코만,기타 기계 조립·검사원,상용직,시급,10030.0,무관,무관,고졸,,    ,경상남도 창원시 의창구 죽전로40번길 38 (팔용동),중소,경남동부지사,2024-11-05,1588-1519
1737,2024-11-05,2024-11-05~2024-12-31,쿠팡주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2100000.0,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 (신천동),중소,경기동부지사,2024-11-05,1588-1519
1738,2024-11-04,2024-11-04~2024-11-06,엔에이치엔굿프렌즈(주),매장 정리원(매장 보조원),상용직,시급,9860.0,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로645번길 16 (삼평동)플레이뮤지엄,중소,경기동부지사,2024-11-04,1588-1519
1739,2024-11-04,2024-11-04~2024-11-11,튼튼고려정형외과의원,단체 급식 보조원,상용직,시급,9860.0,무관,0년개월,무관,,    ,전라북도 익산시 하나로 432 (어양동),개인,전북지사,2024-11-11,1588-1519
1740,2024-11-04,2024-11-04~2024-11-30,(주)정희씨앤씨,사무 보조원(일반사업체),상용직,월급,1030370.0,무관,무관,무관,,    ,경기도 하남시 조정대로 150 아이테코 오렌지존 10층 1022호 (덕풍동),대기업,경기동부지사,2024-11-04,1588-1519
1741,2024-11-04,2024-11-04~2024-12-31,쿠팡주식회사,기타 경영지원 서비스 관리자,계약직,월급,2100000.0,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 (신천동),중소,서울동부지사,2024-11-04,1588-1519
1742,2024-11-04,2024-11-04~2024-11-18,(주)비지에프리테일,편의점 판매원,계약직,시급,9860.0,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 405 BGF빌딩 11층 (삼성동),대기업,서울동부지사,2024-11-07,1588-1519
1743,2024-11-04,2024-11-04~2024-12-31,(주)쓰리에스포유,매장 정리원(매장 보조원),상용직,시급,9860.0,무관,무관,무관,,    ,서울특별시 동작구 여의대방로 112 (신대방동),중소,충남지사,2024-11-04,1588-1519
1744,2024-11-04,2024-11-04~2024-12-31,(주)쓰리에스포유,매장 정리원(매장 보조원),상용직,시급,9860.0,무관,무관,무관,,    ,서울특별시 동작구 여의대방로 112 (신대방동),중소,충남지사,2024-11-04,1588-1519
1745,2024-11-04,2024-11-04~2024-11-05,(주)올모부천,경영 기획 사무원,계약직,시급,9860.0,무관,0년개월,무관,,    ,"경기도 부천시 소사구 부광로 228 (옥길동) 520호(옥길동, 더플랫폼(R))",중소,경기서부지사,2024-11-04,1588-1519
1746,2024-11-04,2024-11-04~2024-11-10,광명장애인보호작업장,배송·납품 운전원(납품영업 포함),계약직,시급,9860.0,무관,무관,무관,,자동차운전면허1종보통    ,경기도 광명시 목감로 120 광명장애인보호작업장 (광명동),중소,경기서부지사,2024-11-05,1588-1519
1747,2024-11-04,2024-11-04~2024-11-05,(주)두원전자통신,화가 및 조각가,상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 부천시 오정구 석천로 397 (삼정동),중소,경기서부지사,2024-11-05,1588-1519
1748,2024-11-04,2024-11-04~2024-11-05,주식회사 에스티엔인포텍,화가 및 조각가,상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 광명시 하안로 60 A동 8층 10~13호 (소하동),중소,경기서부지사,2024-11-05,1588-1519
1749,2024-11-04,2024-11-04~2024-11-19,주식회사 꿈터,환경 미화원,계약직,시급,9860.0,무관,0년개월,무관,,    ,"서울특별시 성북구 아리랑로5길 1 (동소문동7가, 순안빌딩)",중소,서울북부지사,2024-11-04,1588-1519
1750,2024-11-04,2024-11-17~2024-11-22,㈜더사랑,"제품 포장원(섬유, 전기전자, 식품 제외)",계약직,시급,9860.0,무관,0년개월,무관,,    ,서울특별시 중랑구 신내역로3길 40-36 (신내동) B동 지하 1층 0B103호,중소,서울북부지사,2024-11-24,1588-1519
1751,2024-11-04,2024-11-04~2024-11-30,(유)아웃백스테이크하우스코리아,설거지원,상용직,시급,11850.0,무관,무관,무관,,    ,경기도 하남시 미사대로 750 지하1층 아웃백스테이크하우스 하남스타필드점 (신장동),중소,경기동부지사,2024-11-04,1588-1519
1752,2024-11-04,2024-11-04~2024-11-08,가천대학교,콜센터 상담원(콜센터·고객센터·CS센터),계약직,월급,1040000.0,무관,무관,무관,,    ,경기도 성남시 수정구 성남대로 1342 가천대학교 (복정동),"공사,공공",경기동부지사,2024-11-04,1588-1519
1753,2024-11-04,2024-11-04~2024-11-15,해강의료재단 위더스요양병원,환자케어 보조원(환자이동 도우미 등),상용직,월급,2060740.0,무관,무관,무관,,    ,경기도 광주시 초월읍 경충대로 974-56 974-43 위더스요양병원,중소,경기동부지사,2024-11-04,1588-1519
1754,2024-11-04,2024-11-04~2024-12-31,(사)한국장애인녹색재단 그린포리사업단,기타 서비스 단순종사원,상용직,시급,9860.0,무관,무관,무관,,    ,경기도 양주시 광적면 부흥로 521-92 그린포리사업단,중소,경기북부지사,2024-11-04,1588-1519
1755,2024-11-04,2024-11-04~2024-11-15,(주)태웅메디칼,안마사,상용직,월급,1850000.0,무관,무관,무관,,    ,경기도 김포시 월곶면 고정로 14 1층 ,중소,경기북부지사,2024-11-04,1588-1519
1756,2024-11-04,2024-11-04~2024-11-14,한국전력공사 경북지역본부,사무 보조원(공공기관),계약직,일급,78880.0,무관,0년개월,무관,,    ,경상북도 안동시 강남1길 9 (정하동),"공사,공공",경북지사,2024-11-08,1588-1519
1757,2024-11-04,2024-11-04~2024-11-29,(주)지아이에스,바리스타,계약직,시급,9860.0,무관,무관,무관,,    ,"경상북도 구미시 산동면 산호대로 1105-19 (봉산리, 옥계동)",중소,경북지사,2024-11-08,1588-1519
1758,2024-11-04,2024-11-04~2024-12-31,맑은산업,세탁보조원,상용직,시급,9860.0,무관,0년개월,무관,,    ,전라남도 여수시 미평남5길 8-3 맑은산업(미평동),개인,전남지사,2024-11-11,1588-1519
1759,2024-11-04,2024-11-04~2024-12-31,주식회사 솔비엔지니어링,전기 부품·제품 조립·검사원,시간제,시급,9860.0,무관,0년개월,무관,,    ,전라남도 목포시 대양산단로149번길 26 (대양동),중소,전남지사,2024-11-11,1588-1519
1760,2024-11-04,2024-11-04~2024-11-29,상주적십자병원,의료 보조원(간호조무사 제외),계약직,시급,9860.0,무관,무관,무관,,    ,경상북도 상주시 상서문로 53 (남성동),중소,경북지사,2024-11-08,1588-1519
1761,2024-11-04,2024-11-04~2025-02-03,희망카페,주점·커피숍 접객서빙원,계약직,시급,9860.0,신입,무관,고졸,,    ,충청남도 홍성군 홍북읍 충남대로 21 충남도청 본관 1층 희망카페,중소,충남지사,2024-11-04,1588-1519
1762,2024-11-04,2024-11-04~2024-11-08,학교법인경명학숙,전산자료 입력원(DB·단순자료),계약직,월급,2236000.0,무관,무관,고졸,,    ,대구광역시 북구 칠성로17길 18 (칠성동2가),"공사,공공",대구지역본부,2024-11-04,1588-1519
1763,2024-11-04,2024-11-04~2024-11-29,굿윌치과병원,콜센터 상담원(콜센터·고객센터·CS센터),계약직,시급,9860.0,무관,무관,무관,,    ,부산광역시 북구 금곡대로 28 굿윌치과병원 (덕천동),중소,부산지역본부,2024-11-05,1588-1519
1764,2024-11-04,2024-11-04~2025-01-31,(주)일산전자,기타 전자 부품·제품 조립·검사원,계약직,시급,9860.0,무관,무관,무관,,    ,부산광역시 사상구 사상로433번길 52 (주) 일산전자 (모라동),중소,부산지역본부,2024-11-04,1588-1519
1765,2024-11-04,2024-11-04~2024-11-05,(주)화인,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,2750000.0,무관,0년개월,무관,,    ,부산광역시 사하구 다산로 150 (다대동),중소,부산지역본부,2024-11-11,1588-1519
1766,2024-11-04,2024-11-29~2024-12-05,재단법인영등포문화재단,사무 보조원(공공기관),계약직,월급,2390000.0,무관,무관,무관,응용공학,    ,서울특별시 양천구 목동동로 81 (신정동) 해누리타운 9층,중소,서울남부지사,2024-11-04,1588-1519
1767,2024-11-04,2024-11-04~2024-11-18,한국전력공사 남서울지역본부,사무 보조원(공공기관),계약직,일급,78880.0,무관,0년개월,무관,,    ,서울특별시 영등포구 여의동로7길 5 (여의도동),"공사,공공",서울남부지사,2024-11-04,1588-1519
1768,2024-11-04,2024-11-04~2024-11-14,(주)농협손해보험,재무회계경리 사무보조원,계약직,월급,2327000.0,무관,무관,무관,,    ,서울특별시 서대문구 충정로 60 KT&G서대문타워 (미근동),대기업,서울지역본부,2024-11-04,1588-1519
1769,2024-11-04,2024-11-04~2024-12-31,존슨콘트롤즈인터내셔널코리아(파주),내선 전기공(건물 내 전기공사원),계약직,일급,131300.0,무관,무관,무관,,    ,서울특별시 중구 마른내로 34 12~14층(초동),대기업,서울지역본부,2024-11-04,1588-1519
1770,2024-11-04,2024-11-04~2024-12-31,외교부,총무 및 일반 사무원,상용직,월급,2060740.0,무관,무관,무관,,    ,서울특별시 종로구 사직로8길 60 (도렴동),중소,서울지역본부,2024-11-04,1588-1519
1771,2024-11-04,2024-11-04~2024-11-30,농업회사법인(주)조선무,기타 식품가공 종사원,상용직,시급,9860.0,무관,무관,무관,,    ,충청남도 논산시 노성면 장마루로 766-9 농업회사법인(주)조선무,중소,대전지역본부,2024-11-04,1588-1519
1772,2024-11-04,2024-11-04~2024-12-31,서울화이트치과,화가 및 조각가,상용직,시급,9860.0,무관,0년개월,무관,,    ,광주광역시 서구 죽봉대로 21-1 (화정동),개인,광주지역본부,2024-11-06,1588-1519
1773,2024-11-04,2024-11-04~2024-11-08,을지대학교병원,주차 관리·안내원,계약직,시급,9860.0,무관,무관,무관,,    ,"대전광역시 서구 둔산서로 95 (둔산동,을지대학병원)",대기업,대전지역본부,2024-11-04,1588-1519
1774,2024-11-04,2024-11-04~2024-12-27,마리우,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,무관,무관,,    ,광주광역시 광산구 하남산단3번로 14-48 마리우 (장덕동),중소,광주지역본부,2024-11-08,1588-1519
1775,2024-11-04,2024-11-04~2024-12-28,(주)이로,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,0년개월,무관,,    ,대구광역시 북구 3공단로 33 (노원동3가),중소,대구지역본부,2024-11-04,1588-1519
1776,2024-11-04,2024-11-04~2024-11-22,거성산업,세탁 기계 조작원,상용직,시급,9860.0,무관,0년개월,무관,,    ,대구광역시 동구 경안로 722-1 거성산업 (동호동),중소,대구지역본부,2024-11-04,1588-1519
1777,2024-11-04,2024-11-04~2024-11-05,가람재가센터,재가 요양보호사,계약직,시급,9860.0,무관,0년개월,무관,,    ,부산광역시 연제구 월드컵대로58번길 21 가람재가센터(연산동),개인,부산지역본부,2024-11-11,1588-1519
1778,2024-11-04,2024-11-04~2024-12-31,성안주식회사,세탁보조원,상용직,시급,9860.0,무관,무관,무관,,    ,강원특별자치도 원주시 태장공단길 77 성안주식회사 (태장동),중소,강원지사,2024-11-11,1588-1519
1779,2024-11-04,2024-11-04~2024-12-31,주식회사아이앤프렌즈,생산·품질 사무원 및 관리원(기계·자동차·금속),상용직,시급,9860.0,무관,무관,무관,,    ,강원특별자치도 횡성군 우천면 정문로 88 일륭기공(주)내공장에이동 (주)내공장에이동,중소,강원지사,2024-11-11,1588-1519
1780,2024-11-04,2024-11-04~2024-11-11,마라톤정형외과병원,주방 보조원(일반 음식점),상용직,시급,9860.0,무관,0년개월,무관,,    ,대전광역시 서구 둔산남로 87 (둔산동),개인,대전지역본부,2024-11-04,1588-1519
1781,2024-11-04,2024-11-04~2024-11-29,메러디스빅토리,제과제빵 보조원,시간제,시급,9860.0,무관,0년개월,무관,,    ,경상남도 거제시 제산로3길 18 1동 1층(양정동),개인,경남동부지사,2024-11-06,1588-1519
1782,2024-11-04,2024-11-04~2024-12-31,제이에스산업,세탁보조원,상용직,일급,9860.0,신입,무관,무관,,    ,경상남도 창원시 의창구 동읍 자여로78번길 7-26 c동 1층 제이에스산업,개인,경남동부지사,2024-11-04,1588-1519
1783,2024-11-04,2024-11-04~2025-02-03,주식회사 재성,전기·전자 분야 단순 종사원,상용직,시급,9860.0,무관,0년개월,무관,,    ,경상남도 김해시 진영읍 하계로 157 방동마을회관 앞,중소,경남동부지사,2024-11-08,1588-1519
1784,2024-11-04,2024-11-04~2024-12-31,삼성증권,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9900.0,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 11 (서초동) 삼성전자빌딩 12층,대기업,제주지사,2024-11-04,1588-1519
1785,2024-11-04,2024-11-04~2024-11-18,창원시 의창구청,사무 보조원(공공기관),계약직,월급,561680.0,무관,무관,무관,,    ,경상남도 창원시 의창구 태복산로15번길 8 (도계동),"공사,공공",경남동부지사,2024-11-06,1588-1519
1786,2024-11-04,2024-11-04~2024-12-31,미담,기타 식품가공 종사원,상용직,시급,9860.0,무관,0년개월,무관,,    ,경상남도 김해시 한림면 김해대로1031번길 45 45,개인,경남동부지사,2024-11-08,1588-1519
1787,2024-11-04,2024-11-04~2024-11-19,주식회사 행성 진례공장,환경 미화원,상용직,시급,9860.0,무관,무관,무관,,    ,경상남도 김해시 진례면 테크노밸리길 188-44 (주)행성 진례공장,중소,경남동부지사,2024-11-08,1588-1519
1788,2024-11-04,2024-11-04~2024-11-20,삼원동관(주),기타 기계 조립·검사원,상용직,시급,10030.0,무관,0년개월,무관,,    ,경상남도 김해시 진영읍 본산로269번길 80 삼원동관(주),중소,경남동부지사,2024-11-04,1588-1519
1789,2024-11-04,2024-11-04~2024-11-18,창녕군청,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,,    ,경상남도 창녕군 창녕읍 군청길 1 (교리),"공사,공공",경남동부지사,2024-11-06,1588-1519
1790,2024-11-04,2024-11-04~2024-11-13,위도초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,시급,9860.0,무관,무관,무관,,    ,전라북도 부안군 위도면 진리잔등로 113-3 (치도리),"공사,공공",전북지사,2024-11-04,1588-1519
1791,2024-11-04,2024-11-04~2024-11-12,에스에이치피코퍼레이션,사무 보조원(일반사업체),계약직,시급,12190.0,무관,0년개월,무관,,    ,"서울특별시 강남구 언주로30길 26 M1층 호텔신라 사무실 (도곡동, 타워팰리스)",중소,서울동부지사,2024-11-04,1588-1519
1792,2024-11-03,2024-11-03~2024-11-17,(주)클리오,환경 미화원,계약직,시급,9860.0,경력,0년개월,무관,사진·만화,    ,서울특별시 성동구 왕십리로 66 클리오사옥 (성수동1가),중소,서울북부지사,2024-11-10,1588-1519
1793,2024-11-03,2024-11-03~2024-11-17,도이치모터스(주),사무 보조원(일반사업체),계약직,연봉,25000000.0,무관,0년개월,무관,,    ,서울특별시 성동구 동일로 111 (성수동2가),대기업,서울북부지사,2024-11-10,1588-1519
1794,2024-11-03,2024-11-03~2024-11-17,주식회사 케이티엔지니어링,통신장비 설치·수리원,계약직,연봉,30000000.0,무관,무관,무관,,    ,"서울특별시 광진구 천호대로 549 (중곡동, 군자G타워)",중소,서울북부지사,2024-11-10,1588-1519
1795,2024-11-01,2024-11-01~2024-11-30,푸른드리,기타 서비스 단순종사원,계약직,시급,9860.0,신입,무관,무관,,    ,경기도 용인시 처인구 이동읍 처인성로 1177 푸른드리,중소,경기동부지사,2024-11-08,1588-1519
1796,2024-11-01,2024-11-01~2024-11-30,롯데관광개발(주),기타 서비스 단순종사원,계약직,월급,1500000.0,무관,무관,무관,,    ,제주특별자치도 제주시 노연로 12 제주드림타워 (노형동),중소,제주지사,2024-11-01,1588-1519
1797,2024-11-01,2024-11-01~2024-11-17,행복일자리 장애인보호작업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1035300.0,무관,무관,무관,,    ,"경기도 안양시 만안구 전파로 30 (안양동, 유천팩토피아)",중소,경기서부지사,2024-11-01,1588-1519
1798,2024-11-01,2024-11-01~2024-11-01,주식회사 케이비씨아이,기타 서비스 단순종사원,상용직,시급,9860.0,무관,무관,무관,,    ,서울특별시 마포구 마포대로 92 A동 4층(도화동),중소,경기서부지사,2024-11-01,1588-1519
1799,2024-11-01,2024-11-01~2024-11-29,(주)새로고침,"제품 포장원(섬유, 전기전자, 식품 제외)",계약직,월급,1035300.0,무관,무관,무관,,    ,경기도 안양시 동안구 시민대로110번길 20 (호계동),중소,경기서부지사,2024-11-01,1588-1519
1800,2024-11-01,2024-11-01~2024-11-04,(주)아트림,사무 보조원(일반사업체),계약직,시급,9860.0,무관,무관,무관,,    ,경기도 부천시 원미구 길주로 315 102동 401호(중동),중소,경기서부지사,2024-11-04,1588-1519
1801,2024-11-01,2024-11-01~2024-11-01,(주)선진엔지니어링종합건축사사무소,바리스타,계약직,시급,9860.0,무관,무관,무관,,    ,경기도 과천시 과천대로7길 20 B타워 5~6층(갈현동),중소,경기서부지사,2024-11-05,1588-1519
1802,2024-11-01,2024-11-01~2024-11-01,서울특별시북부병원,의료 보조원(간호조무사 제외),계약직,월급,1200000.0,무관,무관,무관,,    ,서울특별시 중랑구 양원역로 38 (망우동),중소,서울북부지사,2024-11-01,1588-1519
1803,2024-11-01,2024-11-01~2024-11-30,오토오모니터 주식회사,사무 보조원(일반사업체),상용직,시급,9860.0,무관,무관,무관,,    ,서울특별시 성동구 연무장5가길 7 E동 902호 (성수동2가),중소,서울북부지사,2024-11-01,1588-1519
1804,2024-11-01,2024-11-01~2024-11-30,(주)후레쉬케터링,주방 보조원(일반 음식점),상용직,시급,9860.0,무관,무관,무관,,    ,대구광역시 수성구 동대구로6길 9-18 (주)후레쉬케터링 (지산동),중소,서울북부지사,2024-11-01,1588-1519
1805,2024-11-01,2024-11-01~2024-11-30,(주)유창트레이딩,섬유·의복 분야 단순 종사원,상용직,월급,2060740.0,무관,0년개월,무관,,    ,경기도 광주시 오포읍 회안대로 71 16-10 ,중소,경기동부지사,2024-11-06,1588-1519
1806,2024-11-01,2024-11-01~2024-11-30,네이버제트주식회사,총무 사무보조원,시간제,시급,9860.0,무관,0년개월,무관,,    ,"경기도 성남시 분당구 불정로 6 (정자동) 그린팩토리 12,13층",대기업,경기동부지사,2024-11-01,1588-1519
1807,2024-11-01,2024-11-01~2024-12-20,백성사,세탁보조원,상용직,시급,9860.0,무관,무관,무관,,    ,경상남도 양산시 북정공단2길 55 (북정동),중소,울산지사,2024-11-01,1588-1519
1808,2024-11-01,2024-11-01~2025-01-31,삼성전자판매주식회사,사무 보조원(일반사업체),계약직,시급,9860.0,무관,무관,고졸,,    ,경기도 성남시 분당구 황새울로311번길 28 (서현동),중소,경기북부지사,2024-11-01,1588-1519
1809,2024-11-01,2024-11-01~2024-11-02,미문산업,가구 조립원,상용직,시급,9860.0,무관,무관,무관,,    ,경기도 파주시 파주읍 술이홀로 33 미문산업,중소,경기북부지사,2024-11-06,1588-1519
